ITS2 type profile		C17d/C31-C21-C21ac-C17e-C17f-C31.9	C31/C17d-C21-C31a-C21ac-C31.9-C17e	C31/C17d-C31.1-C21-C31a-C31f-C17e-C21ac-C31j	C17d/C31-C21-C17e-C21ac-C17f-C17g	C31/C17d-C21-C21ac-C31.9	C31/C17d-C21-C31.9-C21ac-C17e-C31h-C17f-C31i	C31/C17d-C21-C21ac-C17e	C17d/C31-C21-C21ac-C17f	C31-C17d-C31.1-C31a-C21-C31f-C31b-C17e	C31/C17d-C21-C21ac-C31.9-C31k	C31/C17d-C21-C21ac-C31k-C17e	C3/C1	C31/C17d-C21-C21ac-C31a-C31.9-C17f	C31-C17d-C31a-C21-C21ac-C31g-C31.9	C31-C17d-C21-C31.1-C21ac-C31f-C31a-C31j	C31/C17d/C21-C31.9-C31.5-C31a-C21ac	C31/C17d-C21-C31a-C21ac	C31-C17d-C31.1-C21-C31a-C31f-C17e-C21ac	C31/C17d-C21-C21ac	C31-C17d-C31.1-C31a-C21-C17e-C21ac	C31/C17d/C15-C21-C21ac-C17e	C31/C17d-C21	C31/C17d-C31.1	C31/C17d-C21-C21ap-C21ac	C15/C1	D4/D1/D6-D1ab-D3h	D1/D4/D1ab/D6	D1/D4/D6	D1/D4-D6-D1ab-D17d-D1r-D17e-D17c	D1/D4-D6-D1ab-D3h-D4d	
124070	Clo2017_ID55	0	0	0	0	0	0	0	0	0	635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124148	Clo2017_ID92	0	0	0	0	0	0	0	0	0	2305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124124	Clo2017_ID69	0	0	0	0	0	0	0	0	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124381	Clo2019_ID352	0	0	0	0	0	0	0	0	0	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	0	0	0	
123745	Clo2017_ID247	0	0	0	0	0	0	0	0	0	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	
123749	Clo2017_ID251	0	0	0	0	0	0	0	0	0	1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781	0	0	0	0	
124344	Clo2019_ID314	0	0	0	0	0	0	0	0	0	0	2268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124078	Clo2017_ID567	0	0	0	0	0	0	0	0	0	0	3132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124080	Clo2017_ID569	0	0	0	0	0	0	0	0	0	0	2776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123892	Clo2017_ID393	0	0	0	0	0	0	0	0	0	0	2943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124075	Clo2017_ID564	0	0	0	0	0	0	0	0	0	0	1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123893	Clo2017_ID394	0	0	0	0	0	0	0	0	0	0	1744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124076	Clo2017_ID565	0	0	0	0	0	0	0	0	0	0	2312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124349	Clo2019_ID31	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124074	Clo2017_ID563	0	0	0	0	0	0	0	0	0	0	790	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123760	Clo2017_ID264	0	0	0	0	0	0	0	0	0	0	2551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124597	Clo2019_ID565	0	0	0	0	0	0	0	0	0	0	4110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123809	Clo2017_ID316	0	0	0	0	0	0	0	0	0	0	4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124190	Clo2019_ID136	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124601	Clo2019_ID569	0	0	0	0	0	0	0	0	0	0	11077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124599	Clo2019_ID567	0	0	0	0	0	0	0	0	0	0	2047	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124596	Clo2019_ID564	0	0	0	0	0	0	0	0	0	0	4317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123815	Clo2017_ID322	0	0	0	0	0	0	0	0	0	0	5886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123690	Clo2017_ID197	0	0	0	0	0	0	0	0	0	0	3575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124248	Clo2019_ID196	0	0	0	0	0	0	0	0	0	0	2048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124271	Clo2019_ID218	0	0	0	0	0	0	0	0	0	0	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123670	Clo2017_ID179	0	0	0	0	0	0	0	0	0	0	2948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124339	Clo2019_ID308	0	0	0	0	0	0	0	0	0	0	2879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931	0	0	0	0	
123801	Clo2017_ID308	0	0	0	0	0	0	0	0	0	0	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	
123868	Clo2017_ID371	0	0	0	0	0	0	0	0	0	0	2002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	916	0	0	0	0	
124414	Clo2019_ID386	0	0	0	0	0	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124009	Clo2017_ID503	0	0	0	0	0	0	0	0	0	0	0	0	2239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124173	Clo2019_ID117	0	0	0	0	0	0	0	0	0	0	0	0	1674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123769	Clo2017_ID272	0	0	0	0	0	0	0	0	0	0	0	0	3991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123889	Clo2017_ID390	0	0	0	0	0	0	0	0	0	0	0	0	2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124615	Clo2019_ID581	0	0	0	0	0	0	0	0	0	0	0	0	28332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124444	Clo2019_ID421	0	0	0	0	0	0	0	0	0	0	0	17	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124273	Clo2019_ID21	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123923	Clo2017_ID421	0	0	0	0	0	0	0	0	0	0	0	0	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124556	Clo2019_ID525	0	0	0	0	0	0	0	0	0	0	0	0	3683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124089	Clo2017_ID577	0	0	0	0	0	0	0	0	0	0	0	0	2904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123722	Clo2017_ID225	0	0	0	0	0	0	0	0	0	0	0	0	4103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123673	Clo2017_ID181	0	0	0	0	0	0	0	0	0	0	0	0	3475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124500	Clo2019_ID472	0	0	0	0	0	0	0	0	0	0	0	0	1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123901	Clo2017_ID400	0	0	0	0	0	0	0	0	0	0	0	0	2833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123761	Clo2017_ID265	0	0	0	0	0	0	0	0	0	0	0	0	3189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124259	Clo2019_ID207	0	0	0	0	0	0	0	0	0	0	0	0	1224	0	0	0	0	0	0	0	0	0	0	0	0	537	0	0	0	0	
124614	Clo2019_ID580	0	0	0	0	0	0	0	0	0	0	0	0	2480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	0	
124547	Clo2019_ID516	0	0	0	0	0	0	0	0	0	0	0	0	1912	0	0	0	0	0	0	0	0	0	0	0	0	1384	0	0	0	0	
124355	Clo2019_ID325	0	0	0	0	0	0	0	0	0	0	0	0	0	65969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123895	Clo2017_ID396	0	0	0	0	0	0	0	0	0	0	0	0	0	4916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124370	Clo2019_ID33	0	0	0	0	0	0	0	0	0	0	0	0	0	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124040	Clo2017_ID531	0	0	0	0	0	0	0	0	0	0	0	0	0	988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124240	Clo2019_ID189	0	0	0	0	0	0	0	0	0	0	0	0	0	2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124292	Clo2019_ID238	0	0	0	0	0	0	0	0	0	0	0	0	0	4404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123736	Clo2017_ID238	0	0	0	0	0	0	0	0	0	0	0	0	0	1459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124563	Clo2019_ID531	0	0	0	0	0	0	0	0	0	0	0	0	0	3328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124126	Clo2017_ID70	0	0	0	0	0	0	0	0	0	0	0	59	0	2405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124367	Clo2019_ID336	0	0	0	0	0	0	0	0	0	0	0	0	0	1059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123888	Clo2017_ID38	0	0	0	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123829	Clo2017_ID336	0	0	0	0	0	0	0	0	0	0	0	0	0	3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124141	Clo2017_ID86	0	0	0	0	0	0	0	0	0	0	0	0	0	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123681	Clo2017_ID189	0	0	0	0	0	0	0	0	0	0	0	0	0	2381	0	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	
123638	Clo2017_ID14	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	
124205	Clo2019_ID14	0	0	0	0	0	0	0	0	0	0	0	0	0	886	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	
124118	Clo2017_ID63	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	
124029	Clo2017_ID521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124047	Clo2017_ID538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124552	Clo2019_ID521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124548	Clo2019_ID517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124030	Clo2017_ID522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123741	Clo2017_ID243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124553	Clo2019_ID522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124041	Clo2017_ID532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124560	Clo2019_ID529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124043	Clo2017_ID534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124037	Clo2017_ID529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124045	Clo2017_ID536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124189	Clo2019_ID135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123606	Clo2017_ID113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124665	Clo2019_ID98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124139	Clo2017_ID83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124638	Clo2019_ID67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124277	Clo2019_ID223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124650	Clo2019_ID83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123940	Clo2017_ID437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124166	Clo2019_ID10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124169	Clo2019_ID113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124154	Clo2017_ID98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123987	Clo2017_ID484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123993	Clo2017_ID48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123899	Clo2017_ID39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	0	0	0	0	0	0	0	0	0	434	0	0	0	0	
123664	Clo2017_ID173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4541	0	0	0	0	0	0	0	0	0	0	0	0	0	
124409	Clo2019_ID380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	
123916	Clo2017_ID415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	0	0	0	0	0	0	0	0	0	0	0	0	0	
124402	Clo2019_ID373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	
124168	Clo2019_ID112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	
123910	Clo2017_ID40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	758	0	0	0	0	0	0	0	0	0	0	0	0	0	
123747	Clo2017_ID249	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	1395	0	0	0	0	0	0	0	0	0	209	0	0	0	
124431	Clo2019_ID405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435	0	0	0	0	0	0	0	0	294	0	0	0	0	
124046	Clo2017_ID537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	0	0	0	0	0	0	
123844	Clo2017_ID34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	0	0	
124081	Clo2017_ID56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782	0	0	0	0	0	0	0	0	0	0	0	0	
124115	Clo2017_ID60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1720	0	0	0	0	0	0	0	0	0	0	0	0	
124662	Clo2019_ID95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835	0	0	0	0	0	0	0	0	0	0	0	0	
124151	Clo2017_ID95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2573	0	0	0	0	0	0	0	0	0	0	0	0	
124421	Clo2019_ID393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	
124230	Clo2019_ID178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	
123967	Clo2017_ID462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2247	0	0	0	0	0	0	0	0	0	0	
123737	Clo2017_ID239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2348	0	0	0	0	0	0	0	0	0	0	
123828	Clo2017_ID335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4332	0	0	0	0	0	0	0	0	0	0	
124366	Clo2019_ID335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	475	0	0	0	0	0	0	0	0	0	
124456	Clo2019_ID432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	
124258	Clo2019_ID206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	
123964	Clo2017_ID45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	
124300	Clo2019_ID246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5268	0	0	0	0	0	0	
124231	Clo2019_ID179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	0	0	0	0	0	0	
124642	Clo2019_ID73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124610	Clo2019_ID577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124603	Clo2019_ID570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124590	Clo2019_ID558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124492	Clo2019_ID465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124490	Clo2019_ID463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124488	Clo2019_ID461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124479	Clo2019_ID453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124478	Clo2019_ID452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124477	Clo2019_ID451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124476	Clo2019_ID450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124474	Clo2019_ID449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124471	Clo2019_ID446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124466	Clo2019_ID441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124465	Clo2019_ID440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124463	Clo2019_ID439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124462	Clo2019_ID438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124461	Clo2019_ID437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124460	Clo2019_ID436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124458	Clo2019_ID434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124452	Clo2019_ID429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124451	Clo2019_ID428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124450	Clo2019_ID427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124446	Clo2019_ID423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124445	Clo2019_ID422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124443	Clo2019_ID420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124439	Clo2019_ID417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124438	Clo2019_ID416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124437	Clo2019_ID414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124436	Clo2019_ID413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124432	Clo2019_ID406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124430	Clo2019_ID404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124426	Clo2019_ID398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124425	Clo2019_ID397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124423	Clo2019_ID395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124419	Clo2019_ID391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124417	Clo2019_ID389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124413	Clo2019_ID385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124411	Clo2019_ID383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124406	Clo2019_ID378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124401	Clo2019_ID372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124400	Clo2019_ID371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124399	Clo2019_ID370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124382	Clo2019_ID354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124379	Clo2019_ID34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124378	Clo2019_ID349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124364	Clo2019_ID333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124360	Clo2019_ID32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124353	Clo2019_ID323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124333	Clo2019_ID29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124317	Clo2019_ID268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124316	Clo2019_ID267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124314	Clo2019_ID265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124293	Clo2019_ID239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124280	Clo2019_ID226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124279	Clo2019_ID225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124276	Clo2019_ID222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124267	Clo2019_ID214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124266	Clo2019_ID213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124264	Clo2019_ID211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124260	Clo2019_ID208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
